collection,filename,page numbers,pages in document,main title,sub title,alt title,descriptive title,author,publication,volume,issue/number,date (month.day/season),year,publisher,publisher location,subjects
conrad,fla-conrad-plm1-0114-002,403,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-003,404,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-004,405,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-005,404,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-006,405,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-007,406,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-008,407,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0114-009,408,402-408,An Interview with Joseph Conrad,,,interview with Conrad,Ernest Rhys,The Bookman,,,12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0115-001,16,16,The Genius of Joseph Conrad,,,editorial,,Christian Science Monitor,,,8.4,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-001,179,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-002,180-181,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-003,182-183,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-004,184-185,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-005,186-187,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-006,188-189,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-007,190-191,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-008,192-193,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-009,194-195,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-010,196-197,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-011,198-199,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0116-012,200,179-200,Joseph Conrad,,,essay on Conrad,F.R. Leavis,The Sewanee Review,66,,Spring,1958,,,Joseph Conrad
conrad,fla-conrad-plm1-0117-001,12,12,Conrad as Iconoclast,,,essay on Conrad,John Galsworthy,Sun (NY),,,8.5,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-001,3,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-002,4,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-003,5,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-004,6,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-005,7,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-006,8,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-007,9,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0118-008,10,3-10,Reminiscenses of Conrad,,,essay on Conrad,John Galsworthy,Scribner's Magazine,77,,1,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0119-001,341,341-342,The Meaning of Conrad,,,essay on Conrad,,The New Republic,39,,8.2,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0119-002,342,341-342,The Meaning of Conrad,,,essay on Conrad,,The New Republic,39,,8.2,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0120-001,17,17,Korzeniowski,He Was Not a Literary Man,,essay on Conrad,,Time,,,8.11,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0121-001,1,1,A First Meeting With Joseph Conrad,,,essay on Conrad,Perriton Maxwell,New York Herald Tribune Books,,,8.24,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0122-001,76-77,76-79,The English Novel,The Last Quarter Century,,essay on Literature,Ford Madox Ford,The Bookman (NY),69,,3,1929,,,Joseph Conrad ; Ford Madox Ford
conrad,fla-conrad-plm1-0122-002,78-79,76-79,The English Novel,The Last Quarter Century,,essay on Literature,Ford Madox Ford,The Bookman (NY),69,,3,1929,,,Joseph Conrad ; Ford Madox Ford
conrad,fla-conrad-plm1-0123-001,464,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-002,465,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-003,466,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-004,467,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-005,468,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-006,469,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-007,470,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-008,471,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-009,472,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-010,473,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-011,474,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-012,475,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-013,476,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-014,477,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-015,478,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-016,479,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-017,480,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-018,481,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0123-019,482,464-482,The Illusions of Joseph Conrad,,,essay on Conrad,Wilbur Cross,The Yale Review,,,4,1928,,,Joseph Conrad
conrad,fla-conrad-plm1-0124-001,,,Tales of Hearsay,,,announcement of Tales of Hearsay,,,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0125-001,297,297,"Conrad, Joseph. A Personal Record",,,announcement of Conrad's A Personal Record,,,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0126-001,,,Notes on Life and Letters,,,announcement of Conrad's Notes On Life and Letters,,,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0127-001,291,291,"Conrad, Joseph",,,announcement of Conrad's Notes On Life and Letters,,,,,5-6,1921,,,Joseph Conrad
conrad,fla-conrad-plm1-0128-001,476,476-479,Joseph Conrad's Women,,,essay on Conrad,Grace Isabel Colbron,The Bookman (NY),,,1,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0128-002,477,476-479,Joseph Conrad's Women,,,essay on Conrad,Grace Isabel Colbron,The Bookman (NY),,,1,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0128-003,478,476-479,Joseph Conrad's Women,,,essay on Conrad,Grace Isabel Colbron,The Bookman (NY),,,1,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0128-004,479,476-479,Joseph Conrad's Women,,,essay on Conrad,Grace Isabel Colbron,The Bookman (NY),,,1,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0129-001,533,533-534,A Blessing in Disguise,,,essay on Conrad,Mrs. Joseph Conrad (Jessie),The Bookman (NY),,,7,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0129-002,534,533-534,A Blessing in Disguise,,,essay on Conrad,Mrs. Joseph Conrad (Jessie),The Bookman (NY),,,7,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-001,,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-002,782,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-003,783,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-004,784,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-005,785,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-006,786,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-007,787,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-008,788,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-009,789,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0130-010,790,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,105,,,1919,,,Joseph Conrad
conrad,fla-conrad-plm1-0131-001,,,Joseph Conrad,,,essay on Conrad,Margaret Hamilton,Everyman,3,59,11.28,1913,,,Joseph Conrad
conrad,fla-conrad-plm1-0131-002,,,Joseph Conrad,,,essay on Conrad,Margaret Hamilton,Everyman,3,59,11.28,1913,,,Joseph Conrad
conrad,fla-conrad-plm1-0132-001,782-783,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,115,,5.1,1921,,,Joseph Conrad
conrad,fla-conrad-plm1-0132-002,784-785,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,115,,5.1,1921,,,Joseph Conrad
conrad,fla-conrad-plm1-0132-003,788-789,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,115,,5.1,1921,,,Joseph Conrad
conrad,fla-conrad-plm1-0132-004,790,782-790,Joseph Conrad's Confessions,,,essay on Conrad,G. Jean-Aubry,The Fortnightly Review,115,,5.1,1921,,,Joseph Conrad
conrad,fla-conrad-plm1-0133-001,240,240,Under the Knife,IV.- Mr. Joseph Conrad,,essay on Conrad,,Illustrated London News,161,,8.12,1922,,,Joseph Conrad
conrad,fla-conrad-plm1-0134-001,26,26-27,A Study of Joseph Conrad,,,review of Joseph Conrad by Richard Curle,Van Wyck Brooks,The New Republic,,,12.26,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0134-002,27,26-27,A Study of Joseph Conrad,,,review of Joseph Conrad by Richard Curle,Van Wyck Brooks,The New Republic,,,12.26,1914,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-001,61,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-002,62,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-003,63,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-004,64-65,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-005,65,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-006,66-67,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-007,68-69,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0135-008,70-71,61-71,Representative English Story Tellers,I - Joseph Conrad,,essay on Conrad,Frederic Taber Cooper,The Bookman (NY),35,,3,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0136-001,179,179,Joseph Conrad,,,essay on Conrad,H. L. Mencken,Nation (NY),119,,8.2,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0137-001,505,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,4,,4,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0137-002,506,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,4,,4,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0137-003,507,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,4,,4,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0138-001,,,On Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Harry Hansen,Harper's Magazine,,,2,1931,,,Joseph Conrad
conrad,fla-conrad-plm1-0138-002,,,On Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Harry Hansen,Harper's Magazine,,,2,1931,,,Joseph Conrad
conrad,fla-conrad-plm1-0139-001,56,56-57,The Polish Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Rodolphe L. Megroz,The Bookman (London),78,,4,1930,,,Joseph Conrad
conrad,fla-conrad-plm1-0139-002,57,56-57,The Polish Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Rodolphe L. Megroz,The Bookman (London),78,,4,1930,,,Joseph Conrad
conrad,fla-conrad-plm1-0140-001,268,268,Joseph Conrad and Poland,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,,The Times Literary Supplement,,,3.27,1930,,,Joseph Conrad
conrad,fla-conrad-plm1-0140-002,268,268,Joseph Conrad and Poland,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,,The Times Literary Supplement,,,3.27,1930,,,Joseph Conrad
conrad,fla-conrad-plm1-0141-001,656-657,656-659,The Polish Heritage of Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Alan Reynolds Thompson,The Bookman (NY),72,,2,1931,,,Joseph Conrad
conrad,fla-conrad-plm1-0141-002,658-659,656-659,The Polish Heritage of Joseph Conrad,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Alan Reynolds Thompson,The Bookman (NY),72,,2,1931,,,Joseph Conrad
conrad,fla-conrad-plm1-0142-001,15,15,Joseph Conrad's Background,,,review of The Polish Heritage of Joseph Conrad by Gustav Morf,Rodolphe L. Megroz,Christian Science Monitor,,,5.10.,1930,,,Joseph Conrad
conrad,fla-conrad-plm1-0143-001,138,138-139,Books More or Less Amusing,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0143-002,139,138-139,Books More or Less Amusing,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0144-001,505,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0144-002,506,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0144-003,507,505-507,The Conrad Wake,,,review of The Shorter Tales of Joseph Conrad,H. L. Mencken,American Mercury,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0145-001,154,154-156,The Raw Materials of Fiction,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0145-002,155,154-156,The Raw Materials of Fiction,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0145-003,156,154-156,The Raw Materials of Fiction,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0146-001,149,149-150,Synge and Others,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0146-002,150,149-150,Synge and Others,,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-001,153,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-002,154,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-003,155,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-004,156,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-005,157,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0147-006,158,153-158,"Conrad, Bennett, James Et Al",,,essay on Conrad,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0148-001,,,Oyez! Oyez! All Ye Who Read Books,,,,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0149-001,,,"Novels, Chiefly Bad",,,review of Arrow of Gold,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0150-001,432,432-433,The Grandstand Flirts With the Bleachers,,,review of Victory,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0150-002,433,432-433,The Grandstand Flirts With the Bleachers,,,review of Victory,H. L. Mencken,The Smart Set,,,,,,,Joseph Conrad
conrad,fla-conrad-plm1-0151-001,21,21-22,Haute Booboisie,,,review of Mencken: The American Iconoclast by Marion Elizabeth Rodgers,Wendy Lesser,London Review of Books,,,7.6,2006,,,Joseph Conrad
conrad,fla-conrad-plm1-0151-002,22,21-22,Haute Booboisie,,,review of Mencken: The American Iconoclast by Marion Elizabeth Rodgers,Wendy Lesser,London Review of Books,,,7.6,2006,,,Joseph Conrad
conrad,fla-conrad-plm1-0152-001,969,969-970,A New Study of Conrad,,,review  of Joseph Conrad: An Appreciation by Ernst Bendz,,The Spectator,130,,6.9,1923,,,Joseph Conrad
conrad,fla-conrad-plm1-0152-002,970,969-970,A New Study of Conrad,,,review  of Joseph Conrad: An Appreciation by Ernst Bendz,,The Spectator,130,,6.9,1923,,,Joseph Conrad
conrad,fla-conrad-plm1-0153-001,,,Joseph Conrad [Review of Victory],,,,,The New Republic,,,4.17,1915,,,Joseph Conrad
conrad,fla-conrad-plm1-0153-002,,,Joseph Conrad [Review of Victory],,,Advertisement for Victory,,The New Republic,,,4.17,1915,,,Joseph Conrad
conrad,fla-conrad-plm1-0153-003,,,Joseph Conrad [Review of Victory],,,Advertisement for Victory,,The New Republic,,,4.17,1915,,,Joseph Conrad
conrad,fla-conrad-plm1-0153-004,6,,Joseph Conrad [Review of Victory],,,Review of Victory,,The New Republic,,,4.17,1915,,,Joseph Conrad
conrad,fla-conrad-plm1-0153-005,7,,Joseph Conrad [Review of Victory],,,Review of Victory,,The New Republic,,,4.17,1915,,,Joseph Conrad
conrad,fla-conrad-plm1-0154-001,83,83,"Conrad, Conrad and Hueffer, Hueffer",,The Editor Recommends,review of The Shorter Tales of Joseph Conrad,J.F. ,,61,,3,1925,,,Joseph Conrad
conrad,fla-conrad-plm1-0155-001,190-191,190-193,Decivilized,,,essay or relevance to Almayer's Folly,Alice Meynell,,,,,1891,,,Joseph Conrad
conrad,fla-conrad-plm1-0155-002,192-193,190-193,Decivilized,,,essay or relevance to Almayer's Folly,Alice Meynell,,,,,1891,,,Joseph Conrad
conrad,fla-conrad-plm1-0156-001,557,557-559,"Joseph Conrad, A Master of Literary Color",,,essay on Conrad,,American Monthly Review of Reviews,45,,5,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0156-002,557,557-559,"Joseph Conrad, A Master of Literary Color",,,picture of Conrad,,American Monthly Review of Reviews,45,,5,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0156-003,558-559,557-559,"Joseph Conrad, A Master of Literary Color",,,essay on Conrad,,American Monthly Review of Reviews,45,,5,1912,,,Joseph Conrad
conrad,fla-conrad-plm1-0157-001,641,641-645,Portraits in Pencil and Pen,II-Conrad-Locke-Festing Jones-Walpole-Noyes,,essay on Conrad,,Century,108,,9,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0157-002,642,641-645,Portraits in Pencil and Pen,II-Conrad-Locke-Festing Jones-Walpole-Noyes,,essay on Conrad,,Century,108,,9,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0157-003,643,641-645,Portraits in Pencil and Pen,II-Conrad-Locke-Festing Jones-Walpole-Noyes,,essay on Conrad,,Century,108,,9,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0157-004,644,641-645,Portraits in Pencil and Pen,II-Conrad-Locke-Festing Jones-Walpole-Noyes,,essay on Conrad,,Century,108,,9,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0157-005,645,641-645,Portraits in Pencil and Pen,II-Conrad-Locke-Festing Jones-Walpole-Noyes,,essay on Conrad,,Century,108,,9,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0158-001,14,14,Another Conrad Memento,,,article on Conrad,,Lookout,,,6,1946,,,Joseph Conrad
conrad,fla-conrad-plm1-0158-002,14,14,Another Conrad Memento,,,article on Conrad,,Lookout,,,6,1946,,,Joseph Conrad
conrad,fla-conrad-plm1-0159-001,16,16,Joseph Conrad,,,article on Conrad,,The New York Times,,,8.5,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0159-002,16,16,Joseph Conrad,,,article on Conrad,,The New York Times,,,8.5,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0160-001,6,6,Joseph Conrad's Last Ship:The Torrens,,,photograph of Conrad's Ship The Torrens,,The New York Times,,sec 7,5.13,1934,,,Joseph Conrad
conrad,fla-conrad-plm1-0160-002,6,6,Joseph Conrad's Last Ship:The Torrens,,,photograph of Conrad's Ship The Torrens,,The New York Times,,sec 7,5.13,1934,,,Joseph Conrad
conrad,fla-conrad-plm1-0161-001,48,"48, 50",Conrad's Greatest Romance - Himself,,,essay on Conrad,,The Literary Digest,,,9.13,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0161-002,50,"48, 50",Conrad's Greatest Romance - Himself,,,essay on Conrad,,The Literary Digest,,,9.13,1924,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-001,,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-002,429,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-003,430,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-004,431,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-005,432,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
conrad,fla-conrad-plm1-0162-006,433,429-435,Joseph Conrad in The Heart of Darkness,,,essay on Conrad,G. Jean-Aubry,The Bookman (NY),,,6,1926,,,Joseph Conrad
